what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.wst.jsdt.debug.ui,1.0.3.v201011040143,"org.eclipse.wst.jsdt.debug.ui",1344366380430
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1344366384408
started,bundle,org.eclipse.ui.externaltools,3.2.0.v20100427,"org.eclipse.ui.externaltools",1344366388258
started,bundle,org.eclipse.core.externaltools,1.0.0.v20100505,"org.eclipse.core.externaltools",1344366388367
started,bundle,org.eclipse.ant.launching,1.0.0.v20100427,"org.eclipse.ant.launching",1344366393768
started,bundle,org.eclipse.ant.core,3.2.200.v20100427,"org.eclipse.ant.core",1344366393944
started,bundle,org.eclipse.pde.build,3.6.2.R36x_20110203,"org.eclipse.pde.build",1344366394569
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1344366423500
executed,command,org.eclipse.ui.ide,3.6.0.I20100601-0800,"org.eclipse.ui.project.properties",1344366423512
started,bundle,org.eclipse.mylyn.wikitext.core,1.3.0.v20100608-0100-e3x,"org.eclipse.mylyn.wikitext.core",1344366423814
started,bundle,org.eclipse.equinox.p2.director.app,1.0.200.v20100527,"org.eclipse.equinox.p2.director.app",1344366423815
started,bundle,org.eclipse.equinox.p2.publisher,1.1.0.v20100513,"org.eclipse.equinox.p2.publisher",1344366423816
started,bundle,org.eclipse.help.base,3.5.0.v201006080911,"org.eclipse.help.base",1344366423820
